道路编号	县区	乡	道路等级	速度
709	11县区	3乡	支路	20.1146543
710	10县区	4乡	支路	23.68675432
711	09县区	1乡	主干路	78.90571661
712	09县区	4乡	支路	24.47715628
713	09县区	1乡	支路	27.76204531
714	科技县	4乡	次干路	31.62779416
715	科技县	3乡	支路	21.84546687
716	10县区	3乡	快速路	105.8209127
717	11县区	2乡	支路	26.28129831
718	10县区	2乡	快速路	106.3213212
719	11县区	1乡	主干路	57.80907309
720	10县区	4乡	快速路	98.46937988
721	09县区	2乡	支路	26.53905101
722	科技县	4乡	主干路	70.54399002
723	科技县	3乡	主干路	75.47332817
724	科技县	1乡	次干路	48.77067873
725	09县区	3乡	主干路	78.96423107
726	11县区	4乡	快速路	87.29138817
727	科技县	2乡	快速路	88.94635184
728	科技县	3乡	支路	21.07442072
729	10县区	1乡	快速路	113.6941168
730	09县区	2乡	次干路	43.39014492
731	11县区	2乡	支路	23.63351729
732	09县区	2乡	次干路	30.99187766
733	科技县	1乡	主干路	52.90431784
734	09县区	2乡	快速路	112.7977726
735	09县区	2乡	快速路	82.12373615
736	科技县	1乡	支路	25.08938464
737	11县区	2乡	支路	27.82062118
738	09县区	4乡	支路	26.30404248
739	10县区	3乡	支路	26.57275641
740	10县区	4乡	主干路	62.04273769
741	科技县	4乡	支路	28.24846104
742	11县区	4乡	次干路	35.40566942
743	科技县	4乡	主干路	73.3046935
744	10县区	2乡	主干路	71.8658935
745	10县区	3乡	主干路	53.07061156
746	09县区	2乡	快速路	106.3021548
747	10县区	3乡	次干路	42.89302518
748	10县区	3乡	快速路	117.3334862
749	09县区	2乡	主干路	63.44224621
750	科技县	1乡	快速路	118.9490519
751	09县区	1乡	支路	20.32880815
752	09县区	4乡	快速路	80.38034886
753	09县区	1乡	主干路	66.08950831
754	11县区	1乡	快速路	114.7649436
755	科技县	2乡	主干路	63.9475982
756	10县区	1乡	支路	27.74813779
757	10县区	4乡	快速路	81.51773447
758	科技县	2乡	支路	21.47979243
759	11县区	1乡	主干路	79.86906686
760	11县区	4乡	支路	24.35018448
761	11县区	4乡	快速路	99.62999241
762	科技县	2乡	次干路	43.56403344
763	09县区	4乡	次干路	42.8063694
764	11县区	4乡	次干路	41.34047794
765	10县区	3乡	快速路	84.2670586
766	09县区	2乡	快速路	83.75961423
767	10县区	4乡	支路	22.4182039
768	11县区	2乡	主干路	68.01181052
769	09县区	4乡	支路	26.22566554
770	09县区	3乡	快速路	83.74071707
771	科技县	2乡	次干路	44.50810177
772	09县区	3乡	支路	29.14183891
773	科技县	2乡	支路	28.90726096
774	10县区	1乡	支路	20.18430127
775	09县区	2乡	次干路	38.55029382
776	11县区	4乡	支路	22.77617963
777	11县区	3乡	主干路	70.39504257
778	09县区	1乡	快速路	112.5376491
779	11县区	4乡	支路	22.86412184
780	10县区	4乡	快速路	94.15298744
781	09县区	3乡	支路	24.16119751
782	科技县	2乡	次干路	41.53595883
783	10县区	4乡	支路	24.94716493
784	10县区	2乡	支路	23.45948114
785	科技县	1乡	快速路	110.0883226
786	11县区	1乡	支路	29.08201914
787	科技县	2乡	主干路	77.71837201
788	09县区	2乡	次干路	47.65150815
789	09县区	3乡	次干路	38.76152024
790	科技县	4乡	支路	28.12343742
791	10县区	1乡	快速路	100.0321826
792	11县区	2乡	次干路	44.68265471
793	科技县	3乡	主干路	65.38474614
794	11县区	2乡	支路	21.1482889
795	09县区	1乡	次干路	46.5173291
796	10县区	3乡	快速路	92.23322277
797	10县区	2乡	主干路	79.25647026
798	11县区	1乡	主干路	75.49375698
799	10县区	3乡	快速路	116.8094505
800	11县区	1乡	次干路	38.37300043
801	科技县	4乡	主干路	69.29082533
802	09县区	2乡	次干路	38.95581838
803	09县区	1乡	快速路	118.6976637
804	10县区	4乡	快速路	89.17512878
805	11县区	3乡	主干路	69.86279298
806	09县区	2乡	支路	24.61993795
807	科技县	1乡	支路	26.09544436
808	09县区	2乡	主干路	58.89184464
809	10县区	4乡	支路	23.89511847
810	11县区	4乡	支路	28.67751872
811	10县区	4乡	次干路	37.45829819
812	10县区	2乡	快速路	112.4364852
813	11县区	1乡	次干路	41.61642554
814	11县区	2乡	支路	28.05318516
815	10县区	1乡	次干路	35.15467906
816	10县区	4乡	支路	25.3276831
817	科技县	3乡	次干路	35.92097408
818	09县区	3乡	次干路	32.96114557
819	11县区	4乡	主干路	64.6916497
820	09县区	3乡	快速路	102.5409736
821	10县区	4乡	快速路	96.36227855
822	10县区	1乡	支路	28.46154517
823	10县区	3乡	快速路	111.6316267
824	11县区	3乡	次干路	31.78662323
825	10县区	3乡	支路	22.0063436
826	科技县	3乡	支路	26.8239861
827	11县区	3乡	快速路	105.8765221
828	11县区	2乡	支路	28.6918154
829	11县区	1乡	支路	26.03280057
830	科技县	2乡	快速路	90.69990841
831	09县区	1乡	次干路	45.55013963
832	科技县	2乡	快速路	114.5794374
833	科技县	1乡	次干路	36.45478694
834	科技县	3乡	主干路	71.66930004
835	11县区	4乡	主干路	53.99390049
836	科技县	4乡	支路	28.77281698
837	09县区	2乡	次干路	44.49851642
838	科技县	4乡	次干路	42.24117896
839	10县区	1乡	次干路	37.86809992
840	10县区	2乡	主干路	68.41193113
841	09县区	2乡	支路	22.01738376
842	09县区	2乡	次干路	37.32178933
843	11县区	3乡	次干路	33.04611908
844	10县区	1乡	快速路	108.1542122
845	11县区	4乡	快速路	89.92965438
846	09县区	3乡	快速路	107.2973112
847	科技县	3乡	支路	20.13775909
848	09县区	1乡	主干路	76.45692852
849	科技县	1乡	快速路	93.97484881
850	11县区	1乡	支路	24.4969634
851	11县区	3乡	主干路	55.18299983
852	科技县	1乡	次干路	43.57124185
853	科技县	2乡	支路	26.55521942
854	11县区	1乡	支路	24.80989126
855	科技县	2乡	快速路	99.29073578
856	11县区	4乡	次干路	32.87214224
857	09县区	1乡	支路	23.62432632
858	11县区	1乡	主干路	76.92420516
859	科技县	1乡	次干路	44.85110957
860	科技县	3乡	快速路	91.23619667
861	10县区	3乡	支路	21.57007777
862	10县区	4乡	主干路	79.34552469
863	10县区	2乡	主干路	64.40839291
864	10县区	1乡	次干路	33.13715867
865	11县区	1乡	次干路	41.17146749
866	11县区	4乡	快速路	100.1263023
867	科技县	4乡	支路	24.79148949
868	09县区	2乡	快速路	117.3918262
869	11县区	2乡	快速路	118.2050629
870	科技县	4乡	次干路	32.92638418
871	科技县	1乡	主干路	71.5554844
872	10县区	3乡	次干路	43.85642613
873	09县区	2乡	次干路	49.04534812
874	09县区	1乡	快速路	106.3144767
875	11县区	4乡	支路	24.71791136
876	09县区	4乡	次干路	33.00513636
877	科技县	4乡	快速路	84.77582734
878	09县区	2乡	主干路	69.10432898
879	科技县	3乡	支路	21.25443703
880	09县区	2乡	支路	23.55384564
881	科技县	1乡	次干路	45.57753606
882	科技县	4乡	主干路	61.704506
883	科技县	4乡	快速路	82.2249718
884	科技县	3乡	次干路	32.54027315
885	10县区	3乡	快速路	116.3427348
886	09县区	2乡	快速路	88.77973645
887	09县区	3乡	次干路	42.13154533
888	09县区	1乡	支路	29.69930557
889	10县区	3乡	次干路	33.86204143
890	11县区	2乡	支路	28.90351748
891	11县区	1乡	次干路	32.54923449
892	11县区	2乡	支路	23.79550415
893	科技县	2乡	主干路	64.64038618
894	09县区	4乡	快速路	95.1142725
895	09县区	3乡	快速路	110.5218284
896	科技县	4乡	次干路	45.74786513
897	11县区	4乡	主干路	68.21278604
898	科技县	3乡	快速路	106.3931033
899	11县区	4乡	主干路	52.18963278
900	10县区	1乡	快速路	110.4608754
901	科技县	2乡	次干路	39.08274331
902	科技县	1乡	快速路	106.5264359
903	09县区	1乡	次干路	41.90748381
904	09县区	3乡	次干路	46.74942342
905	10县区	3乡	快速路	94.81875092
906	11县区	3乡	快速路	111.1131287
907	11县区	1乡	支路	29.68721931
908	10县区	1乡	次干路	39.88072626
909	科技县	4乡	快速路	96.88107749
910	10县区	1乡	次干路	40.34017838
911	09县区	1乡	快速路	111.0968369
912	11县区	2乡	支路	20.62831822
913	10县区	3乡	主干路	57.97955138
914	11县区	2乡	次干路	41.3923776
915	11县区	2乡	支路	29.19199793
916	09县区	2乡	支路	21.93895721
917	10县区	3乡	次干路	37.55439152
918	科技县	3乡	主干路	71.95194499
919	09县区	1乡	主干路	79.70449315
920	09县区	4乡	支路	25.77884027
921	09县区	3乡	快速路	81.92418911
922	10县区	3乡	次干路	44.5099721
923	科技县	4乡	主干路	62.49455096
924	10县区	1乡	主干路	75.82717789
925	10县区	1乡	支路	26.61054686
926	09县区	1乡	次干路	47.8980591
927	10县区	1乡	快速路	113.2232089
928	11县区	4乡	次干路	34.44068591
929	11县区	4乡	快速路	85.56878368
930	09县区	4乡	次干路	34.35967081
931	09县区	1乡	次干路	38.47171866
932	10县区	3乡	主干路	52.53314682
933	10县区	3乡	次干路	45.98915267
934	10县区	1乡	主干路	70.35258171
935	科技县	2乡	主干路	74.80749717
936	11县区	4乡	支路	27.91193189
937	11县区	1乡	主干路	76.80224492
938	科技县	4乡	次干路	44.81230324
939	科技县	2乡	快速路	114.3925764
940	09县区	1乡	主干路	52.20551574
941	11县区	1乡	快速路	99.68300604
942	科技县	2乡	支路	27.1021471
943	10县区	2乡	主干路	77.69376762
944	10县区	1乡	主干路	71.47215306
945	10县区	3乡	次干路	31.67232466
946	科技县	4乡	主干路	68.83688573
947	09县区	1乡	主干路	77.84401526
948	10县区	1乡	支路	20.50614483
949	09县区	3乡	快速路	115.4817427
950	09县区	3乡	次干路	41.9309852
951	科技县	4乡	快速路	109.2494205
952	11县区	4乡	支路	20.12152317
953	科技县	4乡	支路	25.21063887
954	科技县	2乡	次干路	44.37373918
955	10县区	4乡	支路	28.46949048
956	10县区	3乡	主干路	62.15550349
957	11县区	2乡	快速路	100.3884472
958	09县区	3乡	快速路	88.88497745
959	09县区	3乡	支路	21.10730593
960	10县区	4乡	支路	22.42346178
961	09县区	1乡	快速路	104.535262
962	11县区	4乡	主干路	75.61237262
963	科技县	3乡	主干路	65.26694082
964	09县区	3乡	快速路	82.08105614
965	科技县	1乡	支路	25.69309402
966	09县区	4乡	快速路	100.2912937
967	11县区	3乡	主干路	52.38408627
968	09县区	3乡	次干路	32.85347926
969	10县区	1乡	快速路	82.17211113
970	11县区	3乡	支路	25.09204672
971	10县区	4乡	次干路	45.26921538
972	10县区	1乡	次干路	30.41390057
973	10县区	3乡	支路	20.03273627
974	11县区	4乡	快速路	111.3863786
975	09县区	3乡	次干路	43.71199377
976	科技县	3乡	主干路	64.62710005
977	09县区	1乡	快速路	83.1017376
978	09县区	2乡	次干路	43.25568153
979	10县区	4乡	支路	20.50978666
980	11县区	1乡	快速路	92.94450254
981	10县区	4乡	主干路	69.59531855
982	10县区	1乡	主干路	52.95680551
983	09县区	1乡	主干路	72.05625261
984	11县区	1乡	快速路	114.4882681
985	10县区	1乡	支路	23.41007249
986	科技县	1乡	快速路	98.29091113
987	10县区	2乡	次干路	33.77107922
988	科技县	3乡	次干路	42.74717857
989	11县区	1乡	快速路	111.6461642
990	09县区	3乡	快速路	109.6591984
991	09县区	1乡	快速路	107.3549937
992	科技县	4乡	支路	27.28021787
993	10县区	2乡	快速路	101.0597222
994	科技县	4乡	支路	23.35004244
995	科技县	3乡	快速路	102.459349
996	科技县	1乡	次干路	43.18411651
997	科技县	4乡	次干路	37.22040409
998	10县区	1乡	次干路	42.89597629
999	科技县	1乡	支路	29.49091241
1000	10县区	4乡	快速路	109.8251803
1001	10县区	2乡	次干路	45.81899317
1002	科技县	2乡	次干路	40.12595251
1003	科技县	3乡	次干路	48.69085745
1004	10县区	4乡	快速路	116.2350155
1005	11县区	4乡	支路	20.55039635
1006	10县区	4乡	次干路	30.65364104
1007	10县区	4乡	支路	27.17974805
1008	11县区	1乡	支路	20.22100237
1009	10县区	4乡	主干路	77.87708406
1010	10县区	3乡	次干路	32.72085373
1011	科技县	1乡	支路	21.19095553
1012	09县区	1乡	支路	25.60601206
1013	09县区	4乡	快速路	108.9799265
1014	11县区	4乡	快速路	112.3617284
1015	科技县	3乡	次干路	30.24404767
1016	11县区	1乡	支路	25.1838919
1017	11县区	2乡	次干路	30.71481782
1018	科技县	4乡	快速路	108.3704987
1019	09县区	4乡	快速路	117.688027
1020	10县区	1乡	快速路	111.7578581
1021	11县区	4乡	次干路	45.60689675
1022	09县区	1乡	主干路	58.65030797
1023	09县区	3乡	主干路	66.83621499
1024	科技县	3乡	主干路	60.88622639
1025	10县区	2乡	次干路	41.2213334
1026	科技县	2乡	支路	22.47221185
1027	11县区	3乡	次干路	36.67667224
1028	科技县	3乡	主干路	58.64263235
1029	09县区	2乡	支路	28.51582443
1030	10县区	1乡	支路	22.89388486
1031	11县区	4乡	快速路	106.457932
1032	11县区	3乡	快速路	116.2779235
1033	09县区	2乡	次干路	43.32675101
1034	10县区	3乡	快速路	82.40246334
1035	科技县	3乡	支路	20.44499936
1036	科技县	2乡	支路	21.35279825
1037	09县区	2乡	快速路	82.89698505
1038	10县区	4乡	主干路	56.39375731
1039	11县区	4乡	支路	27.13494051
1040	09县区	3乡	主干路	75.13965818
1041	科技县	3乡	次干路	38.81438075
1042	09县区	2乡	主干路	63.59903948
1043	11县区	1乡	主干路	62.23551652
1044	科技县	2乡	快速路	85.55614601
1045	科技县	2乡	快速路	112.7989086
1046	09县区	3乡	次干路	42.96829162
1047	科技县	4乡	快速路	115.4826471
1048	10县区	2乡	次干路	47.06124594
1049	科技县	1乡	支路	25.79197003
1050	科技县	1乡	主干路	73.24722663
1051	科技县	1乡	主干路	73.5572111
1052	10县区	1乡	支路	26.03208725
1053	11县区	3乡	主干路	59.07077863
1054	11县区	3乡	支路	28.05619689
1055	科技县	1乡	快速路	105.0991829
1056	09县区	4乡	主干路	73.62318582
1057	11县区	2乡	支路	25.13691308
1058	09县区	3乡	支路	23.72947108
1059	10县区	1乡	支路	21.45847755
1060	科技县	3乡	快速路	82.26710325
1061	科技县	1乡	主干路	64.96615211
1062	科技县	1乡	支路	29.76221565
1063	10县区	3乡	支路	21.0036842
1064	09县区	4乡	快速路	106.862064
1065	11县区	2乡	支路	21.59942981
1066	科技县	3乡	支路	24.63639448
1067	科技县	4乡	快速路	83.22021835
1068	11县区	2乡	快速路	96.92297514
1069	11县区	1乡	主干路	59.10256516
1070	10县区	1乡	支路	28.27370307
1071	科技县	4乡	支路	26.90650074
1072	09县区	3乡	次干路	30.41998894
1073	科技县	3乡	快速路	110.3299761
1074	11县区	3乡	次干路	30.83110847
1075	09县区	2乡	主干路	63.92257066
1076	10县区	2乡	支路	24.52041296
1077	09县区	4乡	支路	29.12312179
1078	09县区	4乡	主干路	50.49840574
1079	10县区	4乡	支路	20.34147818
1080	09县区	4乡	支路	20.99092419
1081	11县区	1乡	快速路	119.4484865
1082	09县区	4乡	次干路	48.89678651
1083	科技县	4乡	主干路	77.33883039
1084	10县区	2乡	支路	28.18451828
1085	09县区	4乡	支路	26.42947398
1086	09县区	1乡	次干路	30.58516964
1087	09县区	4乡	支路	24.82261059
1088	科技县	3乡	主干路	68.9610127
1089	10县区	4乡	快速路	92.22948233
1090	10县区	4乡	快速路	94.13261037
1091	09县区	4乡	次干路	42.02754848
1092	科技县	1乡	主干路	62.55202667
1093	09县区	4乡	次干路	49.75674614
1094	10县区	3乡	次干路	41.96276391
1095	09县区	3乡	主干路	77.66345809
1096	11县区	1乡	次干路	38.55376586
1097	科技县	3乡	支路	21.14344018
1098	科技县	3乡	次干路	46.87987807
1099	科技县	1乡	主干路	51.46062894
1100	11县区	1乡	快速路	83.10854239
1101	10县区	2乡	支路	23.11504049
1102	科技县	4乡	次干路	37.71684007
1103	11县区	2乡	主干路	56.08300899
1104	09县区	1乡	快速路	111.0363244
1105	09县区	2乡	主干路	78.90156678
1106	科技县	2乡	次干路	31.07981047
1107	11县区	4乡	支路	24.71493633
1108	09县区	2乡	支路	28.14835738
1109	11县区	4乡	快速路	93.58169432
1110	10县区	1乡	主干路	73.59601413
1111	09县区	4乡	支路	23.03086426
1112	11县区	3乡	快速路	88.17672413
1113	09县区	1乡	主干路	76.9250454
1114	09县区	4乡	快速路	115.3530603
1115	科技县	4乡	主干路	63.81234962
1116	09县区	1乡	支路	29.07419299
1117	科技县	4乡	快速路	95.82695876
1118	10县区	3乡	快速路	110.7730156
1119	11县区	4乡	快速路	82.17352249
1120	11县区	4乡	快速路	112.6494242
1121	科技县	2乡	次干路	43.13617986
1122	11县区	2乡	主干路	50.76057312
1123	11县区	2乡	主干路	79.41894956
1124	科技县	1乡	次干路	45.96867203
1125	科技县	2乡	支路	26.83183636
1126	10县区	1乡	支路	21.98596329
1127	11县区	4乡	主干路	64.60410152
1128	10县区	3乡	主干路	74.2402326
1129	10县区	2乡	快速路	89.92470003
1130	科技县	1乡	次干路	38.33741912
1131	科技县	1乡	支路	21.16926497
1132	09县区	3乡	主干路	76.05335268
1133	11县区	1乡	次干路	30.43208888
1134	11县区	3乡	次干路	35.30200003
1135	11县区	3乡	主干路	68.24653264
1136	11县区	4乡	次干路	30.53903565
1137	09县区	1乡	次干路	35.6652161
1138	09县区	3乡	主干路	79.6556531
1139	11县区	4乡	快速路	110.6841343
1140	09县区	3乡	主干路	51.67387564
1141	科技县	3乡	主干路	57.32437349
1142	11县区	1乡	快速路	105.1447047
