道路编号	县区	道路等级	速度
888	11县区	主干路	67.6175647
889	10县区	次干路	45.38213624
890	11县区	次干路	34.96159137
891	10县区	支路	27.39880848
892	11县区	支路	23.81802114
893	科技县	主干路	57.07403351
894	11县区	主干路	65.61517446
895	10县区	支路	21.76105882
896	10县区	主干路	78.57852621
897	科技县	快速路	110.387062
898	09县区	次干路	30.61830229
899	科技县	快速路	108.5964064
900	09县区	快速路	97.73954344
901	11县区	支路	20.36629473
902	09县区	次干路	31.29581708
903	09县区	支路	25.25070502
904	09县区	主干路	64.59308402
905	09县区	快速路	116.687281
906	科技县	主干路	68.73018621
907	10县区	次干路	38.43330576
908	科技县	支路	20.64662757
909	10县区	主干路	57.76388494
910	科技县	主干路	66.64148544
911	10县区	次干路	44.65821261
912	科技县	支路	29.31186308
913	11县区	支路	23.50579714
914	11县区	支路	22.30032422
915	科技县	快速路	117.560941
916	09县区	快速路	90.53805014
917	10县区	快速路	107.2073126
918	11县区	次干路	36.63179983
919	科技县	快速路	115.1904383
920	10县区	支路	29.35086181
921	10县区	支路	24.62164192
922	11县区	主干路	75.27335959
923	11县区	支路	26.32408221
924	10县区	支路	28.78813502
925	10县区	支路	28.1279769
926	10县区	主干路	63.36054808
927	09县区	次干路	40.87793106
928	09县区	快速路	92.77213271
929	10县区	主干路	53.71631352
930	10县区	次干路	32.7241424
931	11县区	快速路	107.3965476
932	10县区	次干路	45.59740441
933	10县区	快速路	106.9914922
934	科技县	次干路	44.58071819
935	09县区	主干路	52.42129692
936	科技县	主干路	73.5726817
937	09县区	次干路	41.42388551
938	科技县	次干路	48.04872984
939	11县区	主干路	53.77246017
940	科技县	快速路	89.75587085
941	09县区	主干路	59.82848849
942	10县区	支路	22.94101119
943	09县区	支路	21.66970583
944	科技县	次干路	34.53436369
945	11县区	支路	28.36912112
946	11县区	支路	24.99448333
947	科技县	次干路	42.71133375
948	10县区	次干路	47.65753801
949	11县区	支路	20.07413423
950	10县区	快速路	116.3254401
951	09县区	次干路	33.94221781
952	科技县	支路	20.67181593
953	科技县	支路	20.25750619
954	科技县	主干路	51.02938981
955	科技县	主干路	50.6275484
956	10县区	快速路	97.08828589
957	11县区	快速路	90.03828797
958	09县区	快速路	104.7588656
959	09县区	快速路	94.45239193
960	09县区	次干路	40.59140023
961	科技县	次干路	42.17203213
962	科技县	主干路	51.37807091
963	09县区	次干路	49.6458219
964	10县区	支路	20.80687726
965	11县区	主干路	58.53828541
966	科技县	支路	23.80852601
967	10县区	主干路	72.13794433
968	科技县	次干路	36.78963098
969	科技县	快速路	94.3265887
970	10县区	支路	26.76904668
971	11县区	主干路	55.17079431
972	11县区	次干路	42.19079195
973	09县区	快速路	80.96410087
974	11县区	支路	20.94915221
975	11县区	支路	28.20567597
976	09县区	支路	24.86717893
977	11县区	快速路	107.6308294
978	科技县	次干路	40.26398657
979	科技县	支路	20.25768695
980	09县区	次干路	37.87638637
981	科技县	支路	27.15389218
982	09县区	主干路	53.85991374
983	10县区	次干路	40.10217321
984	科技县	支路	28.6331304
985	科技县	支路	21.5111847
986	10县区	快速路	115.6011438
987	10县区	支路	24.88412751
988	10县区	次干路	31.34817953
989	10县区	次干路	49.35597024
990	科技县	快速路	111.7736542
991	科技县	主干路	70.46225271
992	科技县	支路	28.391449
993	11县区	主干路	58.05650463
994	09县区	快速路	108.3907154
995	科技县	快速路	84.16650459
996	10县区	快速路	87.94560837
997	09县区	支路	22.18545738
998	10县区	快速路	80.35511647
999	科技县	支路	24.97916354
1000	11县区	次干路	32.81783214
1001	09县区	快速路	98.11713756
1002	09县区	次干路	45.15796325
1003	11县区	快速路	119.8086226
1004	11县区	主干路	52.94218871
1005	09县区	快速路	93.96261732
1006	科技县	支路	25.56321145
1007	10县区	快速路	82.49451778
1008	11县区	次干路	44.77532444
1009	09县区	次干路	33.69902497
1010	11县区	主干路	73.83859114
1011	11县区	次干路	43.52147439
1012	科技县	快速路	104.3487369
1013	11县区	主干路	71.89548689
1014	09县区	主干路	65.67114071
1015	科技县	主干路	58.95139614
1016	10县区	主干路	65.16936094
1017	09县区	主干路	78.15894487
1018	科技县	次干路	48.95510914
1019	10县区	快速路	93.30768288
1020	科技县	快速路	89.86065621
1021	11县区	快速路	119.6614451
1022	11县区	主干路	51.09135222
1023	11县区	次干路	45.87568094
1024	10县区	支路	20.6337027
1025	10县区	支路	20.85348516
1026	10县区	主干路	64.13048394
1027	10县区	主干路	53.43898207
1028	09县区	支路	24.31917164
1029	科技县	支路	21.14962533
1030	11县区	支路	26.01835228
1031	10县区	支路	24.36789507
1032	10县区	次干路	48.27759454
1033	科技县	主干路	58.71690453
1034	科技县	支路	22.59909975
1035	科技县	快速路	83.51060723
1036	科技县	主干路	62.16477988
1037	11县区	主干路	70.08617144
1038	11县区	主干路	65.08453475
1039	10县区	快速路	108.395656
1040	09县区	次干路	33.64234577
1041	11县区	主干路	68.0336436
1042	09县区	快速路	114.9309868
1043	09县区	次干路	33.62549038
1044	10县区	次干路	38.38987998
1045	09县区	支路	24.73041684
1046	科技县	次干路	42.26917476
1047	科技县	快速路	82.43288796
1048	09县区	次干路	49.059007
1049	科技县	支路	26.17454293
1050	11县区	主干路	65.40091179
1051	科技县	快速路	111.5356973
1052	09县区	支路	23.64768528
1053	科技县	支路	23.03943664
1054	10县区	支路	26.57866053
1055	11县区	支路	25.72835103
1056	11县区	次干路	37.36376625
1057	科技县	次干路	37.60307343
1058	10县区	主干路	77.78104155
1059	10县区	主干路	54.24663041
1060	科技县	支路	27.34868976
1061	09县区	主干路	54.23646074
1062	09县区	次干路	48.87787204
1063	11县区	主干路	59.296123
1064	10县区	支路	21.03873013
1065	科技县	支路	20.44665031
1066	10县区	主干路	78.2515041
1067	09县区	支路	23.45628182
1068	10县区	次干路	39.86432438
1069	10县区	主干路	74.80347862
1070	09县区	主干路	65.50876004
1071	11县区	次干路	44.79461978
1072	科技县	次干路	31.55006569
1073	科技县	快速路	95.61049809
1074	11县区	支路	22.89327765
1075	科技县	次干路	41.15452399
1076	11县区	次干路	30.7788366
1077	10县区	次干路	48.09616617
1078	科技县	次干路	34.21177198
1079	科技县	快速路	83.4308146
1080	11县区	次干路	37.93528625
1081	科技县	主干路	52.61483971
1082	09县区	支路	20.27429204
1083	11县区	支路	28.13297086
1084	09县区	支路	28.94362359
1085	10县区	主干路	57.29354349
1086	11县区	主干路	66.77836951
1087	09县区	支路	23.36179081
1088	11县区	次干路	41.75719866
1089	09县区	次干路	30.77074507
1090	11县区	主干路	53.62796918
1091	11县区	支路	24.14711865
1092	11县区	支路	29.12060532
1093	科技县	主干路	69.7634758
1094	科技县	快速路	92.5782668
1095	10县区	支路	21.53429216
1096	10县区	支路	29.28989913
1097	11县区	主干路	55.57254773
1098	10县区	快速路	118.433927
1099	科技县	支路	23.21257832
1100	09县区	次干路	30.97029554
1101	科技县	支路	26.91389421
1102	10县区	支路	26.57390195
1103	科技县	主干路	79.28262038
1104	09县区	支路	24.92206216
1105	11县区	支路	29.22270354
1106	11县区	次干路	33.32237819
1107	09县区	支路	20.01716219
1108	科技县	主干路	67.13560565
1109	科技县	快速路	110.0523021
1110	11县区	次干路	37.59683455
1111	09县区	支路	25.00185167
1112	科技县	次干路	41.85079749
1113	科技县	支路	20.78935443
1114	11县区	次干路	35.85579884
1115	09县区	快速路	116.3437764
1116	11县区	主干路	75.00174535
1117	09县区	快速路	82.66447807
1118	10县区	快速路	93.29171547
1119	10县区	快速路	113.3346053
1120	09县区	主干路	73.93507824
1121	10县区	次干路	44.78115085
1122	09县区	支路	28.23272164
1123	10县区	主干路	51.18452538
1124	10县区	支路	26.49266675
1125	10县区	快速路	93.96998414
1126	10县区	支路	23.11039363
1127	10县区	主干路	57.22163304
1128	09县区	快速路	92.68755709
1129	11县区	支路	27.69733375
1130	11县区	快速路	83.15578581
1131	科技县	主干路	62.46464793
1132	11县区	次干路	43.77894097
1133	科技县	快速路	89.20223983
1134	科技县	快速路	83.43724209
1135	10县区	次干路	34.90039472
1136	11县区	主干路	54.47932455
1137	科技县	快速路	108.6044949
1138	10县区	主干路	63.76521275
1139	科技县	支路	27.30152746
1140	10县区	次干路	41.30604851
1141	09县区	支路	22.14360892
1142	09县区	支路	21.18554541
1143	10县区	支路	22.36560469
1144	11县区	次干路	33.14006176
1145	09县区	支路	21.81378297
1146	09县区	支路	22.3007065
1147	09县区	次干路	49.4911752
1148	科技县	主干路	53.26630329
1149	09县区	次干路	38.6009208
1150	科技县	支路	27.188571
1151	科技县	主干路	78.64237069
1152	09县区	支路	29.93315446
1153	09县区	主干路	53.97983753
1154	科技县	支路	26.28588119
1155	11县区	次干路	33.90885893
1156	09县区	快速路	85.72923908
1157	11县区	支路	22.89163008
1158	11县区	次干路	34.09389515
1159	科技县	快速路	89.5097419
1160	10县区	快速路	117.3569831
1161	10县区	支路	27.54158087
1162	10县区	主干路	68.73329684
1163	09县区	快速路	99.98403001
1164	科技县	主干路	73.21440575
1165	10县区	支路	24.43464386
1166	09县区	支路	29.65757273
1167	科技县	次干路	36.70807961
1168	科技县	次干路	30.08679601
1169	10县区	支路	27.74194119
1170	10县区	支路	27.09109213
1171	11县区	快速路	84.11945265
1172	科技县	次干路	32.38818197
1173	09县区	次干路	46.27280686
1174	09县区	次干路	33.22003937
1175	09县区	主干路	61.57777561
1176	科技县	快速路	93.20882492
1177	11县区	次干路	40.37003528
1178	10县区	主干路	65.36192196
1179	10县区	快速路	103.673968
1180	10县区	快速路	81.04753195
1181	10县区	主干路	59.7414956
1182	10县区	次干路	36.68541532
1183	09县区	次干路	45.47007556
1184	11县区	支路	23.8631686
1185	11县区	快速路	111.709518
1186	科技县	支路	23.34559638
1187	10县区	支路	21.00730303
1188	11县区	支路	23.57233801
1189	10县区	次干路	38.00618836
1190	科技县	支路	28.19219064
1191	10县区	主干路	77.32352724
1192	11县区	支路	20.78416648
1193	09县区	快速路	81.45784438
1194	10县区	快速路	96.78748456
1195	科技县	快速路	97.45779549
1196	10县区	支路	29.72396701
1197	09县区	支路	22.86391073
1198	10县区	快速路	106.5148555
1199	09县区	支路	23.16814841
1200	科技县	次干路	49.28715318
1201	09县区	次干路	40.7124659
1202	09县区	次干路	32.69553871
1203	科技县	快速路	99.81509714
1204	科技县	主干路	72.28483312
1205	10县区	快速路	96.71998414
1206	10县区	支路	22.20214257
1207	09县区	支路	25.5986331
1208	科技县	主干路	71.23349184
1209	11县区	次干路	45.89032506
1210	11县区	快速路	86.00744925
1211	10县区	次干路	32.28480092
1212	11县区	支路	27.3951296
1213	10县区	快速路	82.48366363
1214	10县区	快速路	86.31560034
1215	11县区	次干路	45.48359714
1216	09县区	支路	29.22028709
1217	10县区	次干路	39.36239554
1218	科技县	支路	27.41936338
1219	10县区	支路	22.20218915
1220	科技县	支路	29.17931403
1221	10县区	支路	20.88404157
1222	11县区	次干路	48.78343273
1223	科技县	次干路	39.68791509
1224	10县区	快速路	111.2892001
1225	科技县	支路	28.72774681
1226	09县区	次干路	40.41030903
1227	09县区	快速路	84.08176285
1228	科技县	次干路	41.73133248
1229	11县区	支路	23.04384843
1230	11县区	快速路	89.8799997
1231	科技县	主干路	70.86457346
1232	10县区	支路	20.6748795
1233	11县区	支路	22.85817044
1234	11县区	快速路	93.31884205
1235	09县区	支路	24.53756381
1236	11县区	快速路	95.32157902
1237	09县区	主干路	72.54562615
1238	10县区	主干路	74.5419716
1239	科技县	快速路	90.35477113
1240	10县区	次干路	39.5457467
1241	科技县	次干路	31.57309314
1242	10县区	支路	26.84257071
1243	11县区	快速路	107.2280152
1244	11县区	主干路	52.29487406
1245	11县区	快速路	115.4778687
1246	11县区	快速路	103.5337645
1247	科技县	主干路	75.41913115
1248	10县区	次干路	42.43007437
1249	10县区	支路	24.0508849
1250	科技县	快速路	111.9357546
1251	科技县	次干路	34.55181259
1252	科技县	快速路	89.96705853
1253	09县区	主干路	79.01162865
1254	10县区	次干路	30.68225491
1255	科技县	次干路	34.05810047
1256	11县区	次干路	34.45806572
1257	10县区	次干路	37.08304464
1258	09县区	快速路	101.3331397
1259	11县区	支路	23.4434089
1260	10县区	次干路	43.93217869
1261	10县区	主干路	58.68151286
1262	10县区	次干路	34.76962969
1263	11县区	主干路	68.37571225
1264	09县区	次干路	35.5191434
1265	科技县	次干路	41.27020757
1266	11县区	支路	28.55156322
1267	11县区	快速路	116.3043851
1268	科技县	主干路	62.1754142
1269	科技县	快速路	87.92743968
1270	科技县	主干路	51.72547561
1271	11县区	快速路	109.0101398
1272	科技县	支路	26.91419319
1273	科技县	主干路	69.0260285
1274	09县区	主干路	51.41892457
1275	09县区	支路	22.31060383
1276	09县区	次干路	37.8565327
1277	11县区	快速路	92.51597064
1278	10县区	快速路	85.36367482
1279	11县区	快速路	104.9167312
1280	09县区	支路	28.21255078
1281	10县区	主干路	58.28926878
1282	科技县	支路	27.59386998
1283	10县区	快速路	101.2041045
1284	科技县	主干路	71.97843386
1285	09县区	快速路	95.89959873
1286	09县区	次干路	42.36551241
1287	09县区	快速路	97.47990694
1288	11县区	快速路	111.9717616
1289	09县区	主干路	60.84216499
1290	10县区	主干路	50.59167583
1291	科技县	快速路	101.5300874
1292	10县区	支路	27.17710375
1293	10县区	快速路	92.09288614
1294	09县区	支路	29.72249158
1295	11县区	主干路	73.98861619
1296	科技县	主干路	77.42373557
1297	科技县	主干路	66.57783416
1298	11县区	支路	25.13059192
1299	09县区	快速路	94.98537835
1300	科技县	快速路	115.9004992
1301	11县区	主干路	50.46774809
1302	10县区	快速路	103.1672399
1303	09县区	支路	20.7032206
